cost
5.392408043840597384e+06
5.361019644220892340e+06
5.392574610473882407e+06
5.361019644220940769e+06
5.359948415696340613e+06
5.357458777147771791e+06
5.357458777149301954e+06
5.361486478094658814e+06
5.357458777147782966e+06
5.357458777147786692e+06
5.395112595519142225e+06
5.354580352578198537e+06
5.385202273781873286e+06
5.382976979864835739e+06
5.360286566138162278e+06
5.357458777147117071e+06
5.385602197891944088e+06
5.383215961649935693e+06
5.368312619626420550e+06
5.359090618133892305e+06
5.355439940032288432e+06
5.367236280238453299e+06
5.365320697978695855e+06
5.388782445728302933e+06
5.361019644220935181e+06
5.360858664549634792e+06
5.359090618169343099e+06
5.376799051296986639e+06
5.375804173749733716e+06
5.358372190371245146e+06
5.351903582711002789e+06
5.361019644221020862e+06
5.373596332091799937e+06
5.380724910591225140e+06
5.371982651717890985e+06
5.361019644220944494e+06
5.395378184833829291e+06
5.389747810926118866e+06
5.352602622675170191e+06
5.357458777147782966e+06
5.357208243246239610e+06
5.379668709869470447e+06
5.361019644220949151e+06
5.357458777147779241e+06
5.363839951696745120e+06
5.376795975475444458e+06
5.361019644220947288e+06
5.357208243246236816e+06
5.383002950877118856e+06
5.373752268969431520e+06
5.371531980105269700e+06
5.378461882892487571e+06
5.375822232800994068e+06
5.358725953615115955e+06
5.363620374132165685e+06
5.355439940032289363e+06
5.364010175111195073e+06
5.379865462389113382e+06
5.359484812173298560e+06
5.352602622675063089e+06
5.387373820420621894e+06
5.366124354541298933e+06
5.362411740447108634e+06
5.373797456492323428e+06
5.379427573001191020e+06
5.361900474588212557e+06
5.359090618169349618e+06
5.386825572667079046e+06
5.379092547388123348e+06
5.359090618169349618e+06
5.382181917419644073e+06
5.357458777147786692e+06
5.357473271924594417e+06
5.366734175681881607e+06
5.378218984620578587e+06
5.355089966824673116e+06
5.373566874242726713e+06
5.384512592128148302e+06
5.376863384017317556e+06
5.357458777147787623e+06
5.363674281977625564e+06
5.356871473940080032e+06
5.359090618169347756e+06
5.375088229349755682e+06
5.351458016209356487e+06
5.381649955993602052e+06
5.352602622675063089e+06
5.373923694309780374e+06
5.357458777147792280e+06
5.366876826542930678e+06
5.389962579274338670e+06
5.373112496383431368e+06
5.367896442148465663e+06
5.385307658206010237e+06
5.378103464003165253e+06
5.357858325462171808e+06
5.365092810431611724e+06
5.368622976857278496e+06
5.365984137224657461e+06
5.381691327980870381e+06
5.384624673415616155e+06
5.357458777147787623e+06
5.391923122275569476e+06
5.361019644220953807e+06
5.360121278286892921e+06
5.362406167070494033e+06
5.386993272305182181e+06
5.374254909989199601e+06
5.362777775780894794e+06
5.369363754831246100e+06
5.356769281528241932e+06
5.364068544676606543e+06
5.357458777147786692e+06
5.364801382504872046e+06
5.373097590874898247e+06
5.381071116862067953e+06
5.363853769655064680e+06
5.355439940032289363e+06
5.379280323065491393e+06
5.398100878127305768e+06
5.361019644220953807e+06
5.365329950514314696e+06
5.378468531353624538e+06
5.361793184809172526e+06
5.381071340656846762e+06
5.362714789691390470e+06
5.373722021812475286e+06
5.362406894479229115e+06
5.367618582743252628e+06
5.370459763857555576e+06
5.387010015572139993e+06
5.372717437756037340e+06
5.361019644220952876e+06
5.357458777147786692e+06
5.373094127215770073e+06
5.383108014088184573e+06
5.363572112855885178e+06
5.378652759230649099e+06
5.369319768174935132e+06
5.381081441314336844e+06
5.360121929034458473e+06
5.359634847248271108e+06
5.370720218812955543e+06
5.374401120283368975e+06
5.388756592249309644e+06
5.369972012034012005e+06
5.366906188260489143e+06
5.366229973786575720e+06
5.357458777147787623e+06
5.358417460461575538e+06
5.359460103121026419e+06
5.355439940032289363e+06
5.373922496287160553e+06
5.369551473375147209e+06
5.371388208008792251e+06
5.359067358892027289e+06
5.357458777147787623e+06
5.357458777147786692e+06
5.377025438975630328e+06
5.373096548099654727e+06
5.359090618169349618e+06
5.357536510999094695e+06
5.360396203490815125e+06
5.383106559331297874e+06
5.357458777147786692e+06
5.397685112984858453e+06
5.389235326171080582e+06
5.383037018796371296e+06
5.387131266013248824e+06
5.367650168776588514e+06
5.359509187753768638e+06
5.369386467068248428e+06
5.376248784751527943e+06
5.368053727970506996e+06
5.357458777147786692e+06
5.377586166241539642e+06
5.362857224972642027e+06
5.357458777147786692e+06
5.391082568675735965e+06
5.355619902732249349e+06
5.379904971837395802e+06
5.357458777147786692e+06
5.357458777147786692e+06
5.357458777147786692e+06
5.354216417896627448e+06
5.376721466971352696e+06
5.363581071395031177e+06
5.367765571450154297e+06
5.377106883778969757e+06
5.358985582255724818e+06
5.386573198782000691e+06
3.549972880174052902e+06
5.357458777147792280e+06
5.366608862309496850e+06
5.371324725045488216e+06
5.377582777500479482e+06
5.371318045881045982e+06
5.385384573315228336e+06
5.360404120601398870e+06
5.363284122139263898e+06
5.357458777147786692e+06
5.357458777147785760e+06
5.370438339922950603e+06
5.357458777147787623e+06
5.377766393249236047e+06
5.380612190617307089e+06
5.399332227405932732e+06
5.372612341827051714e+06
5.357458777147786692e+06
5.361019644220953807e+06
5.367222997293934226e+06
5.378405349168213084e+06
5.367282563569243066e+06
5.359090618169349618e+06
5.379187973697503097e+06
5.360482813250657171e+06
5.353887911871210672e+06
5.357458777147786692e+06
5.356710603102087043e+06
5.357458777147787623e+06
5.359947542024007067e+06
5.369327505120422691e+06
5.357503751386839896e+06
5.383319789768676274e+06
5.357458777147785760e+06
5.357458777147785760e+06
5.359090618169349618e+06
5.359090618169348687e+06
5.372858569396579638e+06
5.357458777147792280e+06
5.361827037211381830e+06
5.367670546071884222e+06
5.383461719169786200e+06
5.386663230940651149e+06
5.367775165898265317e+06
5.357458777147786692e+06
5.381057751512509771e+06
5.372321041739462875e+06
5.395533711057188921e+06
5.357208243246253580e+06
5.378286667025038972e+06
5.374466497745313682e+06
5.359609772311864421e+06
5.364578374876982532e+06
5.389314319581954740e+06
5.360483575036084279e+06
5.351903582709545270e+06
5.367149299404023215e+06
5.357458777147785760e+06
5.373181817932046019e+06
5.393965290713733062e+06
5.353801733975190669e+06
5.368131155837021768e+06
5.369949986393583938e+06
5.375448406418144703e+06
5.394077833386609331e+06
5.367942151672421023e+06
5.374725028957989067e+06
5.357458777147786692e+06
5.355439940032291226e+06
5.353360248954895884e+06
5.380102746154856868e+06
5.363879982323561795e+06
5.380865023949275725e+06
5.360251536277915351e+06
5.373392142326911911e+06
5.373140991849930026e+06
5.367137581596178003e+06
5.366931630346559919e+06
5.388456175921674818e+06
5.357208243246255443e+06
5.371262355803056620e+06
5.387162479339017533e+06
5.361019644220952876e+06
5.370495305178071372e+06
5.355439940032290295e+06
5.364594208596239798e+06
5.368254807790446095e+06
5.376825377747250721e+06
5.373338104791493155e+06
5.378811123566095717e+06
3.547138845640049316e+06
5.376446032610693015e+06
5.360544145784661174e+06
5.361903535704237409e+06
5.359090618169348687e+06
5.353186407809144817e+06
5.380896565785414539e+06
5.373376167190374807e+06
5.365738704746576957e+06
5.370323978380706161e+06
5.359090618169350550e+06
5.363358685396604240e+06
5.359090618169348687e+06
5.358981774408040568e+06
5.359090618169349618e+06
5.370906261778006330e+06
5.367317273792434484e+06
5.380019638620183803e+06
5.375613409498644061e+06
5.365974511175459251e+06
5.384970776474471204e+06
5.359090618169350550e+06
5.372915064598863013e+06
5.357458777147787623e+06
5.400097239368410781e+06
5.367116349698405713e+06
5.368281920768052340e+06
5.357458777147786692e+06
